Year,Date,Rank,Title,Artist
2020,2020-01-12,21,Hot,Young Thug Featuring Gunna
2020,2020-01-12,22,Woah,Lil Baby
2020,2020-01-12,23,Panini,Lil Nas X
2020,2020-01-12,24,Adore You,Harry Styles
2020,2020-01-12,25,Only Human,Jonas Brothers
2020,2020-01-12,26,The Bones,Maren Morris
2020,2020-01-12,27,One Man Band,Old Dominion
2020,2020-01-12,28,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-12,29,Hot Girl Bummer,blackbear
2020,2020-01-12,30,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-12,31,Even Though I'm Leaving,Luke Combs
2020,2020-01-12,32,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-12,33,Bad Guy,Billie Eilish
2020,2020-01-12,34,Sucker,Jonas Brothers
2020,2020-01-12,35,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-12,36,Lover,Taylor Swift
2020,2020-01-12,37,On Chill,Wale Featuring Jeremih
2020,2020-01-12,38,Falling,Trevor Daniel
2020,2020-01-12,39,Blinding Lights,The Weeknd
2020,2020-01-12,40,What If I Never Get Over You,Lady Antebellum
2020,2020-01-12,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-12,42,Talk,Khalid
2020,2020-01-12,43,Graveyard,Halsey
2020,2020-01-12,44,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-12,45,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-12,46,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-12,47,Ridin' Roads,Dustin Lynch
2020,2020-01-12,48,Juicy,Doja Cat & Tyga
2020,2020-01-12,49,Playing Games,Summer Walker
2020,2020-01-12,50,Suge,DaBaby
2020,2020-01-12,51,Heartache Medication,Jon Pardi
2020,2020-01-12,52,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-12,53,VIBEZ,DaBaby
2020,2020-01-12,54,Kinfolks,Sam Hunt
2020,2020-01-12,55,Heat,Chris Brown Featuring Gunna
2020,2020-01-12,56,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-12,57,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-12,58,No Idea,Don Toliver
2020,2020-01-12,59,Heart On Ice,Rod Wave
2020,2020-01-12,60,U Played,MoneyBagg Yo Featuring Lil Baby
2020,2020-01-12,61,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-12,62,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-12,63,Homesick,Kane Brown
2020,2020-01-12,64,Remember You Young,Thomas Rhett
2020,2020-01-12,65,I Hope,Gabby Barrett
2020,2020-01-12,66,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-12,67,Slide,H.E.R. Featuring YG
2020,2020-01-12,68,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-12,69,BEST ON EARTH,Russ & BIA
2020,2020-01-12,70,SUGAR,BrockHampton
2020,2020-01-12,71,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-12,72,Camelot,NLE Choppa
2020,2020-01-12,73,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-12,74,We Back,Jason Aldean
2020,2020-01-12,75,What She Wants Tonight,Luke Bryan
2020,2020-01-12,76,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-12,77,Nice To Meet Ya,Niall Horan
2020,2020-01-12,78,Make Me Want To,Jimmie Allen
2020,2020-01-12,79,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-12,80,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-12,81,Watermelon Sugar,Harry Styles
2020,2020-01-12,82,More Hearts Than Mine,Ingrid Andress
2020,2020-01-12,83,I Wish Grandpas Never Died,Riley Green
2020,2020-01-12,84,homecoming queen?,Kelsea Ballerini
2020,2020-01-12,85,223's,YNW Melly & 9lokknine
2020,2020-01-12,86,Peta,Roddy Ricch Featuring Meek Mill
2020,2020-01-12,87,Tusa,Karol G & Nicki Minaj
2020,2020-01-12,88,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-12,89,Enemies,Post Malone Featuring DaBaby
2020,2020-01-12,90,All I Want,Olivia Rodrigo
2020,2020-01-12,91,July,Noah Cyrus & Leon Bridges
2020,2020-01-12,92,Vete,Bad Bunny
2020,2020-01-12,93,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-01-12,94,20/20,Lil Tjay
2020,2020-01-12,95,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-01-12,96,Make No Sense,YoungBoy Never Broke Again
2020,2020-01-12,97,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-12,98,ORANGE SODA,Baby Keem
2020,2020-01-12,99,All Dat,Moneybagg Yo X Megan Thee Stallion
2020,2020-01-12,100,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-13,1,The Box,Roddy Ricch
2020,2020-01-13,2,Yummy,Justin Bieber
2020,2020-01-13,3,Circles,Post Malone
2020,2020-01-13,4,Memories,Maroon 5
2020,2020-01-13,5,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-13,6,Someone You Loved,Lewis Capaldi
2020,2020-01-13,7,Dance Monkey,Tones And I
2020,2020-01-13,8,Good As Hell,Lizzo
2020,2020-01-13,9,Roxanne,Arizona Zervas
2020,2020-01-13,10,Lose You To Love Me,Selena Gomez
2020,2020-01-13,11,Ballin',Mustard & Roddy Ricch
2020,2020-01-13,12,BOP,DaBaby
2020,2020-01-13,13,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-13,14,Don't Start Now,Dua Lipa
2020,2020-01-13,15,No Guidance,Chris Brown Featuring Drake
2020,2020-01-13,16,Trampoline,SHAED
2020,2020-01-13,17,Heartless,The Weeknd
2020,2020-01-13,18,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-13,19,Everything I Wanted,Billie Eilish
2020,2020-01-13,20,Truth Hurts,Lizzo
2020,2020-01-13,21,Hot,Young Thug Featuring Gunna
2020,2020-01-13,22,Woah,Lil Baby
2020,2020-01-13,23,Panini,Lil Nas X
2020,2020-01-13,24,Adore You,Harry Styles
2020,2020-01-13,25,Only Human,Jonas Brothers
2020,2020-01-13,26,The Bones,Maren Morris
2020,2020-01-13,27,One Man Band,Old Dominion
2020,2020-01-13,28,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-13,29,Hot Girl Bummer,blackbear
2020,2020-01-13,30,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-13,31,Even Though I'm Leaving,Luke Combs
2020,2020-01-13,32,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-13,33,Bad Guy,Billie Eilish
2020,2020-01-13,34,Sucker,Jonas Brothers
2020,2020-01-13,35,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-13,36,Lover,Taylor Swift
2020,2020-01-13,37,On Chill,Wale Featuring Jeremih
2020,2020-01-13,38,Falling,Trevor Daniel
2020,2020-01-13,39,Blinding Lights,The Weeknd
2020,2020-01-13,40,What If I Never Get Over You,Lady Antebellum
2020,2020-01-13,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-13,42,Talk,Khalid
2020,2020-01-13,43,Graveyard,Halsey
2020,2020-01-13,44,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-13,45,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-13,46,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-13,47,Ridin' Roads,Dustin Lynch
2020,2020-01-13,48,Juicy,Doja Cat & Tyga
2020,2020-01-13,49,Playing Games,Summer Walker
2020,2020-01-13,50,Suge,DaBaby
2020,2020-01-13,51,Heartache Medication,Jon Pardi
2020,2020-01-13,52,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-13,53,VIBEZ,DaBaby
2020,2020-01-13,54,Kinfolks,Sam Hunt
2020,2020-01-13,55,Heat,Chris Brown Featuring Gunna
2020,2020-01-13,56,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-13,57,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-13,58,No Idea,Don Toliver
2020,2020-01-13,59,Heart On Ice,Rod Wave
2020,2020-01-13,60,U Played,MoneyBagg Yo Featuring Lil Baby
2020,2020-01-13,61,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-13,62,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-13,63,Homesick,Kane Brown
2020,2020-01-13,64,Remember You Young,Thomas Rhett
2020,2020-01-13,65,I Hope,Gabby Barrett
2020,2020-01-13,66,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-13,67,Slide,H.E.R. Featuring YG
2020,2020-01-13,68,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-13,69,BEST ON EARTH,Russ & BIA
2020,2020-01-13,70,SUGAR,BrockHampton
2020,2020-01-13,71,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-13,72,Camelot,NLE Choppa
2020,2020-01-13,73,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-13,74,We Back,Jason Aldean
2020,2020-01-13,75,What She Wants Tonight,Luke Bryan
2020,2020-01-13,76,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-13,77,Nice To Meet Ya,Niall Horan
2020,2020-01-13,78,Make Me Want To,Jimmie Allen
2020,2020-01-13,79,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-13,80,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-13,81,Watermelon Sugar,Harry Styles
2020,2020-01-13,82,More Hearts Than Mine,Ingrid Andress
2020,2020-01-13,83,I Wish Grandpas Never Died,Riley Green
2020,2020-01-13,84,homecoming queen?,Kelsea Ballerini
2020,2020-01-13,85,223's,YNW Melly & 9lokknine
2020,2020-01-13,86,Peta,Roddy Ricch Featuring Meek Mill
2020,2020-01-13,87,Tusa,Karol G & Nicki Minaj
2020,2020-01-13,88,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-13,89,Enemies,Post Malone Featuring DaBaby
2020,2020-01-13,90,All I Want,Olivia Rodrigo
2020,2020-01-13,91,July,Noah Cyrus & Leon Bridges
2020,2020-01-13,92,Vete,Bad Bunny
2020,2020-01-13,93,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-01-13,94,20/20,Lil Tjay
2020,2020-01-13,95,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-01-13,96,Make No Sense,YoungBoy Never Broke Again
2020,2020-01-13,97,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-13,98,ORANGE SODA,Baby Keem
2020,2020-01-13,99,All Dat,Moneybagg Yo X Megan Thee Stallion
2020,2020-01-13,100,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-14,1,The Box,Roddy Ricch
2020,2020-01-14,2,Yummy,Justin Bieber
2020,2020-01-14,3,Circles,Post Malone
2020,2020-01-14,4,Memories,Maroon 5
2020,2020-01-14,5,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-14,6,Someone You Loved,Lewis Capaldi
2020,2020-01-14,7,Dance Monkey,Tones And I
2020,2020-01-14,8,Good As Hell,Lizzo
2020,2020-01-14,9,Roxanne,Arizona Zervas
2020,2020-01-14,10,Lose You To Love Me,Selena Gomez
2020,2020-01-14,11,Ballin',Mustard & Roddy Ricch
2020,2020-01-14,12,BOP,DaBaby
2020,2020-01-14,13,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-14,14,Don't Start Now,Dua Lipa
2020,2020-01-14,15,No Guidance,Chris Brown Featuring Drake
2020,2020-01-14,16,Trampoline,SHAED
2020,2020-01-14,17,Heartless,The Weeknd
2020,2020-01-14,18,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-14,19,Everything I Wanted,Billie Eilish
2020,2020-01-14,20,Truth Hurts,Lizzo
2020,2020-01-14,21,Hot,Young Thug Featuring Gunna
2020,2020-01-14,22,Woah,Lil Baby
2020,2020-01-14,23,Panini,Lil Nas X
2020,2020-01-14,24,Adore You,Harry Styles
2020,2020-01-14,25,Only Human,Jonas Brothers
2020,2020-01-14,26,The Bones,Maren Morris
2020,2020-01-14,27,One Man Band,Old Dominion
2020,2020-01-14,28,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-14,29,Hot Girl Bummer,blackbear
2020,2020-01-14,30,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-14,31,Even Though I'm Leaving,Luke Combs
2020,2020-01-14,32,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-14,33,Bad Guy,Billie Eilish
2020,2020-01-14,34,Sucker,Jonas Brothers
2020,2020-01-14,35,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-14,36,Lover,Taylor Swift
2020,2020-01-14,37,On Chill,Wale Featuring Jeremih
2020,2020-01-14,38,Falling,Trevor Daniel
2020,2020-01-14,39,Blinding Lights,The Weeknd
2020,2020-01-14,40,What If I Never Get Over You,Lady Antebellum
2020,2020-01-14,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-14,42,Talk,Khalid
2020,2020-01-14,43,Graveyard,Halsey
2020,2020-01-14,44,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-14,45,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-14,46,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-14,47,Ridin' Roads,Dustin Lynch
2020,2020-01-14,48,Juicy,Doja Cat & Tyga
2020,2020-01-14,49,Playing Games,Summer Walker
2020,2020-01-14,50,Suge,DaBaby
2020,2020-01-14,51,Heartache Medication,Jon Pardi
2020,2020-01-14,52,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-14,53,VIBEZ,DaBaby
2020,2020-01-14,54,Kinfolks,Sam Hunt
2020,2020-01-14,55,Heat,Chris Brown Featuring Gunna
2020,2020-01-14,56,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-14,57,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-14,58,No Idea,Don Toliver
2020,2020-01-14,59,Heart On Ice,Rod Wave
2020,2020-01-14,60,U Played,MoneyBagg Yo Featuring Lil Baby
2020,2020-01-14,61,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-14,62,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-14,63,Homesick,Kane Brown
2020,2020-01-14,64,Remember You Young,Thomas Rhett
2020,2020-01-14,65,I Hope,Gabby Barrett
2020,2020-01-14,66,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-14,67,Slide,H.E.R. Featuring YG
2020,2020-01-14,68,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-14,69,BEST ON EARTH,Russ & BIA
2020,2020-01-14,70,SUGAR,BrockHampton
2020,2020-01-14,71,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-14,72,Camelot,NLE Choppa
2020,2020-01-14,73,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-14,74,We Back,Jason Aldean
2020,2020-01-14,75,What She Wants Tonight,Luke Bryan
2020,2020-01-14,76,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-14,77,Nice To Meet Ya,Niall Horan
2020,2020-01-14,78,Make Me Want To,Jimmie Allen
2020,2020-01-14,79,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-14,80,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-14,81,Watermelon Sugar,Harry Styles
2020,2020-01-14,82,More Hearts Than Mine,Ingrid Andress
2020,2020-01-14,83,I Wish Grandpas Never Died,Riley Green
2020,2020-01-14,84,homecoming queen?,Kelsea Ballerini
2020,2020-01-14,85,223's,YNW Melly & 9lokknine
2020,2020-01-14,86,Peta,Roddy Ricch Featuring Meek Mill
2020,2020-01-14,87,Tusa,Karol G & Nicki Minaj
2020,2020-01-14,88,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-14,89,Enemies,Post Malone Featuring DaBaby
2020,2020-01-14,90,All I Want,Olivia Rodrigo
2020,2020-01-14,91,July,Noah Cyrus & Leon Bridges
2020,2020-01-14,92,Vete,Bad Bunny
2020,2020-01-14,93,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-01-14,94,20/20,Lil Tjay
2020,2020-01-14,95,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-01-14,96,Make No Sense,YoungBoy Never Broke Again
2020,2020-01-14,97,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-14,98,ORANGE SODA,Baby Keem
2020,2020-01-14,99,All Dat,Moneybagg Yo X Megan Thee Stallion
2020,2020-01-14,100,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-15,1,The Box,Roddy Ricch
2020,2020-01-15,2,Yummy,Justin Bieber
2020,2020-01-15,3,Circles,Post Malone
2020,2020-01-15,4,Memories,Maroon 5
2020,2020-01-15,5,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-15,6,Someone You Loved,Lewis Capaldi
2020,2020-01-15,7,Dance Monkey,Tones And I
2020,2020-01-15,8,Good As Hell,Lizzo
2020,2020-01-15,9,Roxanne,Arizona Zervas
2020,2020-01-15,10,Lose You To Love Me,Selena Gomez
2020,2020-01-15,11,Ballin',Mustard & Roddy Ricch
2020,2020-01-15,12,BOP,DaBaby
2020,2020-01-15,13,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-15,14,Don't Start Now,Dua Lipa
2020,2020-01-15,15,No Guidance,Chris Brown Featuring Drake
2020,2020-01-15,16,Trampoline,SHAED
2020,2020-01-15,17,Heartless,The Weeknd
2020,2020-01-15,18,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-15,19,Everything I Wanted,Billie Eilish
2020,2020-01-15,20,Truth Hurts,Lizzo
2020,2020-01-15,21,Hot,Young Thug Featuring Gunna
2020,2020-01-15,22,Woah,Lil Baby
2020,2020-01-15,23,Panini,Lil Nas X
2020,2020-01-15,24,Adore You,Harry Styles
2020,2020-01-15,25,Only Human,Jonas Brothers
2020,2020-01-15,26,The Bones,Maren Morris
2020,2020-01-15,27,One Man Band,Old Dominion
2020,2020-01-15,28,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-15,29,Hot Girl Bummer,blackbear
2020,2020-01-15,30,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-15,31,Even Though I'm Leaving,Luke Combs
2020,2020-01-15,32,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-15,33,Bad Guy,Billie Eilish
2020,2020-01-15,34,Sucker,Jonas Brothers
2020,2020-01-15,35,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-15,36,Lover,Taylor Swift
2020,2020-01-15,37,On Chill,Wale Featuring Jeremih
2020,2020-01-15,38,Falling,Trevor Daniel
2020,2020-01-15,39,Blinding Lights,The Weeknd
2020,2020-01-15,40,What If I Never Get Over You,Lady Antebellum
2020,2020-01-15,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-15,42,Talk,Khalid
2020,2020-01-15,43,Graveyard,Halsey
2020,2020-01-15,44,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-15,45,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-15,46,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-15,47,Ridin' Roads,Dustin Lynch
2020,2020-01-15,48,Juicy,Doja Cat & Tyga
2020,2020-01-15,49,Playing Games,Summer Walker
2020,2020-01-15,50,Suge,DaBaby
2020,2020-01-15,51,Heartache Medication,Jon Pardi
2020,2020-01-15,52,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-15,53,VIBEZ,DaBaby
2020,2020-01-15,54,Kinfolks,Sam Hunt
2020,2020-01-15,55,Heat,Chris Brown Featuring Gunna
2020,2020-01-15,56,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-15,57,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-15,58,No Idea,Don Toliver
2020,2020-01-15,59,Heart On Ice,Rod Wave
2020,2020-01-15,60,U Played,MoneyBagg Yo Featuring Lil Baby
2020,2020-01-15,61,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-15,62,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-15,63,Homesick,Kane Brown
2020,2020-01-15,64,Remember You Young,Thomas Rhett
2020,2020-01-15,65,I Hope,Gabby Barrett
2020,2020-01-15,66,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-15,67,Slide,H.E.R. Featuring YG
2020,2020-01-15,68,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-15,69,BEST ON EARTH,Russ & BIA
2020,2020-01-15,70,SUGAR,BrockHampton
2020,2020-01-15,71,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-15,72,Camelot,NLE Choppa
2020,2020-01-15,73,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-15,74,We Back,Jason Aldean
2020,2020-01-15,75,What She Wants Tonight,Luke Bryan
2020,2020-01-15,76,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-15,77,Nice To Meet Ya,Niall Horan
2020,2020-01-15,78,Make Me Want To,Jimmie Allen
2020,2020-01-15,79,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-15,80,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-15,81,Watermelon Sugar,Harry Styles
2020,2020-01-15,82,More Hearts Than Mine,Ingrid Andress
2020,2020-01-15,83,I Wish Grandpas Never Died,Riley Green
2020,2020-01-15,84,homecoming queen?,Kelsea Ballerini
2020,2020-01-15,85,223's,YNW Melly & 9lokknine
2020,2020-01-15,86,Peta,Roddy Ricch Featuring Meek Mill
2020,2020-01-15,87,Tusa,Karol G & Nicki Minaj
2020,2020-01-15,88,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-15,89,Enemies,Post Malone Featuring DaBaby
2020,2020-01-15,90,All I Want,Olivia Rodrigo
2020,2020-01-15,91,July,Noah Cyrus & Leon Bridges
2020,2020-01-15,92,Vete,Bad Bunny
2020,2020-01-15,93,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-01-15,94,20/20,Lil Tjay
2020,2020-01-15,95,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-01-15,96,Make No Sense,YoungBoy Never Broke Again
2020,2020-01-15,97,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-15,98,ORANGE SODA,Baby Keem
2020,2020-01-15,99,All Dat,Moneybagg Yo X Megan Thee Stallion
2020,2020-01-15,100,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-16,1,The Box,Roddy Ricch
2020,2020-01-16,2,Yummy,Justin Bieber
2020,2020-01-16,3,Circles,Post Malone
2020,2020-01-16,4,Memories,Maroon 5
2020,2020-01-16,5,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-16,6,Someone You Loved,Lewis Capaldi
2020,2020-01-16,7,Dance Monkey,Tones And I
2020,2020-01-16,8,Good As Hell,Lizzo
2020,2020-01-16,9,Roxanne,Arizona Zervas
2020,2020-01-16,10,Lose You To Love Me,Selena Gomez
2020,2020-01-16,11,Ballin',Mustard & Roddy Ricch
2020,2020-01-16,12,BOP,DaBaby
2020,2020-01-16,13,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-16,14,Don't Start Now,Dua Lipa
2020,2020-01-16,15,No Guidance,Chris Brown Featuring Drake
2020,2020-01-16,16,Trampoline,SHAED
2020,2020-01-16,17,Heartless,The Weeknd
2020,2020-01-16,18,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-16,19,Everything I Wanted,Billie Eilish
2020,2020-01-16,20,Truth Hurts,Lizzo
2020,2020-01-16,21,Hot,Young Thug Featuring Gunna
2020,2020-01-16,22,Woah,Lil Baby
2020,2020-01-16,23,Panini,Lil Nas X
2020,2020-01-16,24,Adore You,Harry Styles
2020,2020-01-16,25,Only Human,Jonas Brothers
2020,2020-01-16,26,The Bones,Maren Morris
2020,2020-01-16,27,One Man Band,Old Dominion
2020,2020-01-16,28,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-16,29,Hot Girl Bummer,blackbear
2020,2020-01-16,30,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-16,31,Even Though I'm Leaving,Luke Combs
2020,2020-01-16,32,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-16,33,Bad Guy,Billie Eilish
2020,2020-01-16,34,Sucker,Jonas Brothers
2020,2020-01-16,35,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-16,36,Lover,Taylor Swift
2020,2020-01-16,37,On Chill,Wale Featuring Jeremih
2020,2020-01-16,38,Falling,Trevor Daniel
2020,2020-01-16,39,Blinding Lights,The Weeknd
2020,2020-01-16,40,What If I Never Get Over You,Lady Antebellum
2020,2020-01-16,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-16,42,Talk,Khalid
2020,2020-01-16,43,Graveyard,Halsey
2020,2020-01-16,44,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-16,45,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-16,46,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-16,47,Ridin' Roads,Dustin Lynch
2020,2020-01-16,48,Juicy,Doja Cat & Tyga
2020,2020-01-16,49,Playing Games,Summer Walker
2020,2020-01-16,50,Suge,DaBaby
2020,2020-01-16,51,Heartache Medication,Jon Pardi
2020,2020-01-16,52,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-16,53,VIBEZ,DaBaby
2020,2020-01-16,54,Kinfolks,Sam Hunt
2020,2020-01-16,55,Heat,Chris Brown Featuring Gunna
2020,2020-01-16,56,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-16,57,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-16,58,No Idea,Don Toliver
2020,2020-01-16,59,Heart On Ice,Rod Wave
2020,2020-01-16,60,U Played,MoneyBagg Yo Featuring Lil Baby
2020,2020-01-16,61,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-16,62,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-16,63,Homesick,Kane Brown
2020,2020-01-16,64,Remember You Young,Thomas Rhett
2020,2020-01-16,65,I Hope,Gabby Barrett
2020,2020-01-16,66,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-16,67,Slide,H.E.R. Featuring YG
2020,2020-01-16,68,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-16,69,BEST ON EARTH,Russ & BIA
2020,2020-01-16,70,SUGAR,BrockHampton
2020,2020-01-16,71,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-16,72,Camelot,NLE Choppa
2020,2020-01-16,73,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-16,74,We Back,Jason Aldean
2020,2020-01-16,75,What She Wants Tonight,Luke Bryan
2020,2020-01-16,76,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-16,77,Nice To Meet Ya,Niall Horan
2020,2020-01-16,78,Make Me Want To,Jimmie Allen
