Year,Date,Rank,Title,Artist
2020,2020-04-03,82,Know Your Worth,Khalid x Disclosure
2020,2020-04-03,83,Yummy,Justin Bieber
2020,2020-04-03,84,To Die For,Sam Smith
2020,2020-04-03,85,Grace,Lil Baby & 42 Dugg
2020,2020-04-03,86,Bean (Kobe),Lil Uzi Vert Featuring Chief Keef
2020,2020-04-03,87,Lo Mein,Lil Uzi Vert
2020,2020-04-03,88,Come Thru,Summer Walker & Usher
2020,2020-04-03,89,Emotionally Scarred,Lil Baby
2020,2020-04-03,90,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
2020,2020-04-03,91,Heatin Up,Lil Baby & Gunna
2020,2020-04-03,92,Si Veo A Tu Mama,Bad Bunny
2020,2020-04-03,93,Yessirskiii,Lil Uzi Vert & 21 Savage
2020,2020-04-03,94,Walk Em Down,NLE Choppa Featuring Roddy Ricch
2020,2020-04-03,95,The Other Girl,Kelsea Ballerini x Halsey
2020,2020-04-03,96,Make No Sense,YoungBoy Never Broke Again
2020,2020-04-03,97,Into The Unknown,Idina Menzel & AURORA
2020,2020-04-03,98,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas
2020,2020-04-03,99,Vete,Bad Bunny
2020,2020-04-03,100,La Dificil,Bad Bunny
2020,2020-04-04,1,Blinding Lights,The Weeknd
2020,2020-04-04,2,The Box,Roddy Ricch
2020,2020-04-04,3,Don't Start Now,Dua Lipa
2020,2020-04-04,4,Heartless,The Weeknd
2020,2020-04-04,5,Circles,Post Malone
